"","GroupID","Golgi_State","IntravasationProb","PER","Average_Speed","Visited_Rzone","Hours_in_Rzone","Metastatic_Celle"
"V36763","1","I","0.01","0.604","13.47",NA,NA,NA
"V36764","1","I","0.01","0.604","18.71",NA,NA,NA
"V36765","1","F","0.4125","0.607","9.88",NA,NA,NA
"V36766","1","F","0.3828","0.607","17.95",NA,NA,NA
"V36767","1","F","0.4851","0.607","17.64",NA,NA,NA
"V36768","2","F","0.3696","0.737","24.1",NA,NA,NA
"V36769","4","I","0.01","0.756","22.04",NA,NA,NA
"V36770","2","I","0.01","0.725","22.58",NA,NA,NA
"V36771","2","F","0.2244","0.737","20.25",NA,NA,NA
"V36772","4","I","0.01","0.756","20.91",NA,NA,NA
"V36773","2","I","0.01","0.725","22.2",NA,NA,NA
"V36774","2","F","0.3729","0.737","22.25",NA,NA,NA
"V36775","1","F","0.2475","0.607","24.36",NA,NA,NA
"V36776","1","I","0.01","0.604","21.19",NA,NA,NA
"V36777","4","F","0.4521","0.78","22.71",NA,NA,NA
"V36778","2","F","0.2178","0.737","19.36",NA,NA,NA
"V36779","1","F","0.2409","0.607","22.96",NA,NA,NA
"V36780","4","F","0.264","0.78","19.34",NA,NA,NA
"V36781","2","F","0.4917","0.737","23.84",NA,NA,NA
"V36782","1","F","0.1782","0.607","23.88",NA,NA,NA
"V36783","1","F","0.4026","0.607","23.03",NA,NA,NA
"V36784","1","F","0.4521","0.607","20.02","1","15",NA
"V36785","4","I","0.01","0.756","20.61",NA,NA,NA
"V36786","2","F","0.2178","0.737","24.78",NA,NA,NA
"V36787","2","I","0.01","0.725","22.52",NA,NA,NA
"V36788","2","F","0.3663","0.737","23.59",NA,NA,NA
"V36789","4","F","0.3102","0.78","25.13",NA,NA,NA
"V36790","1","F","0.4092","0.607","19.22",NA,NA,NA
"V36791","3","I","0.01","0.601","23.45",NA,NA,NA
"V36792","4","I","0.01","0.756","18.75",NA,NA,NA
"V36793","1","F","0.3432","0.607","16.79",NA,NA,NA
"V36794","2","F","0.2409","0.737","26.44",NA,NA,NA
"V36795","1","F","0.3102","0.607","21.92",NA,NA,NA
"V36796","2","I","0.01","0.725","24.45",NA,NA,NA
"V36797","4","I","0.01","0.756","27.22",NA,NA,NA
"V36798","2","F","0.2937","0.737","20.8",NA,NA,NA
"V36799","1","F","0.297","0.607","20.53",NA,NA,NA
"V36800","2","F","0.3597","0.737","24.15",NA,NA,NA
"V36801","2","F","0.2343","0.737","21.24",NA,NA,NA
"V36802","1","F","0.3465","0.607","22.48",NA,NA,NA
"V36803","4","I","0.01","0.756","24.94",NA,NA,NA
"V36804","1","F","0.1683","0.607","20.27",NA,NA,NA
"V36805","1","F","0.4554","0.607","23.14",NA,NA,NA
"V36806","2","I","0.01","0.725","23.34",NA,NA,NA
"V36807","1","F","0.4455","0.607","21.73",NA,NA,NA
"V36808","2","F","0.2079","0.737","22.78",NA,NA,NA
"V36809","4","I","0.01","0.756","27.31",NA,NA,NA
"V36810","1","I","0.01","0.604","27",NA,NA,NA
"V36811","1","I","0.01","0.604","24.01","1","18",NA
"V36812","1","F","0.4224","0.607","21.89",NA,NA,NA
"V36813","4","I","0.01","0.756","25.06",NA,NA,NA
"V36814","4","I","0.01","0.756","21.51",NA,NA,NA
"V36815","4","F","0.4686","0.78","23.13",NA,NA,NA
"V36816","2","I","0.01","0.725","23.46",NA,NA,NA
"V36817","1","F","0.4257","0.607","19.18",NA,NA,NA
"V36818","1","F","0.4323","0.607","20.13",NA,NA,NA
"V36819","2","F","0.264","0.737","26.2",NA,NA,NA
"V36820","1","F","0.2673","0.607","18.73",NA,NA,NA
"V36821","1","F","0.3465","0.607","23.73",NA,NA,NA
"V36822","1","I","0.01","0.604","24.16",NA,NA,NA
"V36823","2","I","0.01","0.725","27.63",NA,NA,NA
"V36824","1","I","0.01","0.604","24.18",NA,NA,NA
"V36825","1","F","0.3498","0.607","21.96",NA,NA,NA
"V36826","2","F","0.264","0.737","24.53",NA,NA,NA
"V36827","2","I","0.01","0.725","23.71",NA,NA,NA
"V36828","4","I","0.01","0.756","23.47",NA,NA,NA
"V36829","1","F","0.3465","0.607","23.95",NA,NA,NA
"V36830","1","I","0.01","0.604","18.27",NA,NA,NA
"V36831","1","F","0.495","0.607","15.1",NA,NA,NA
"V36832","2","F","0.3399","0.737","22.72",NA,NA,NA
"V36833","1","F","0.4851","0.607","18.57",NA,NA,NA
"V36834","1","F","0.4092","0.607","22.14",NA,NA,NA
"V36835","2","I","0.01","0.725","24.43",NA,NA,NA
"V36836","2","F","0.2772","0.737","22.91",NA,NA,NA
"V36837","4","I","0.01","0.756","25.05",NA,NA,NA
"V36838","2","F","0.3663","0.737","24.57",NA,NA,NA
"V36839","4","F","0.198","0.78","26.11",NA,NA,NA
"V36840","1","I","0.01","0.604","27.24","1","2",NA
"V36841","3","I","0.01","0.601","26.29",NA,NA,NA
"V36842","1","F","0.2442","0.607","21.99",NA,NA,NA
"V36843","3","I","0.01","0.601","26",NA,NA,NA
"V36844","1","I","0.01","0.604","29.37",NA,NA,NA
"V36845","3","I","0.01","0.601","25.8",NA,NA,NA
"V36846","1","I","0.01","0.604","27.34",NA,NA,NA
"V36847","1","F","0.3696","0.607","23.12",NA,NA,NA
"V36848","4","F","0.4851","0.78","19.73",NA,NA,NA
"V36849","4","F","0.2706","0.78","26.79",NA,NA,NA
"V36850","1","F","0.3993","0.607","27.27",NA,NA,NA
"V36851","4","I","0.01","0.756","26.66",NA,NA,NA
"V36852","1","F","0.3036","0.607","22.02","1","9",NA
"V36853","4","I","0.01","0.756","25.1",NA,NA,NA
"V36854","1","F","0.4521","0.607","21.99",NA,NA,NA
"V36855","1","F","0.4158","0.607","23.45",NA,NA,NA
"V36856","2","F","0.2541","0.737","22.44",NA,NA,NA
"V36857","1","F","0.4785","0.607","25.21",NA,NA,NA
"V36858","2","F","0.33","0.737","23.51",NA,NA,NA
"V36859","4","I","0.01","0.756","25.54",NA,NA,NA
"V36860","2","F","0.3399","0.737","25.63","1","21",NA
"V36861","4","I","0.01","0.756","24.29",NA,NA,NA
"V36862","4","F","0.1947","0.78","12.05","1","30",NA
"V36863","2","F","0.3828","0.737","15.8",NA,NA,NA
"V36864","4","F","0.4158","0.78","16.47",NA,NA,NA
"V36865","1","F","0.2277","0.607","13.59",NA,NA,NA
"V36866","1","F","0.2013","0.607","21.26","1","16",NA
"V36867","2","I","0.01","0.725","20.82","1","24",NA
"V36868","2","F","0.3828","0.737","25.7","1","1",NA
"V36869","1","F","0.4389","0.607","20.07","1","28","1"
"V36870","1","F","0.3894","0.607","22.81","1","4",NA
"V36871","2","F","0.396","0.737","21.35","1","11",NA
"V36872","4","F","0.4257","0.78","23.68","1","4",NA
"V36873","1","F","0.2046","0.607","19.33","1","7",NA
"V36874","4","F","0.4356","0.78","22.2","1","23",NA
"V36875","1","I","0.01","0.604","22.44","1","2",NA
"V36876","1","F","0.33","0.607","15.81","1","3",NA
"V36877","2","F","0.2112","0.737","20.46","1","1",NA
"V36878","2","F","0.3201","0.737","18.49","1","23",NA
"V36879","1","F","0.2244","0.607","19.43","1","26",NA
"V36880","2","F","0.3102","0.737","19.77","1","12",NA
"V36881","4","F","0.2475","0.78","24.07",NA,NA,NA
"V36882","1","F","0.2706","0.607","21.49","1","3",NA
"V36883","1","F","0.1848","0.607","19.39","1","15",NA
"V36884","3","I","0.01","0.601","18.07","1","1",NA
"V36885","4","F","0.3267","0.78","19.62","1","2",NA
"V36886","1","I","0.01","0.604","18.62","1","12",NA
"V36887","2","F","0.4059","0.737","10.35","1","24",NA
"V36888","4","I","0.01","0.756","18.69","1","33",NA
"V36889","2","I","0.01","0.725","27.27","1","3",NA
"V36890","1","I","0.01","0.604","19.9","1","24",NA
"V36891","1","I","0.01","0.604","23.52","1","10",NA
"V36892","1","F","0.3399","0.607","12.71",NA,NA,NA
"V36893","2","F","0.1914","0.737","13.67",NA,NA,NA
"V36894","1","I","0.01","0.604","21.33","1","4",NA
"V36895","2","F","0.4224","0.737","24.93","1","3",NA
"V36896","4","I","0.01","0.756","19.98","1","27",NA
"V36897","1","F","0.2607","0.607","23.26","1","17",NA
"V36898","4","F","0.4092","0.78","22.93","1","2",NA
"V36899","2","I","0.01","0.725","26.53","1","6",NA
"V36900","1","I","0.01","0.604","22.63","1","1",NA
"V36901","3","I","0.01","0.601","20.28","1","12",NA
"V36902","1","F","0.363","0.607","11.84",NA,NA,NA
"V36903","1","I","0.01","0.604","19.99",NA,NA,NA
"V36904","2","F","0.4785","0.737","22.63","1","6",NA
"V36905","1","F","0.1782","0.607","13.04","1","26",NA
"V36906","4","F","0.3498","0.78","22.65","1","25",NA
"V36907","2","F","0.2805","0.737","21.83","1","14",NA
"V36908","1","F","0.264","0.607","12.36","1","7",NA
"V36909","1","F","0.4356","0.607","16.07","1","8",NA
"V36910","1","F","0.4026","0.607","7.66","1","31",NA
"V36911","1","F","0.3927","0.607","14.16","1","17",NA
"V36912","2","F","0.264","0.737","11.2","1","24",NA
"V36913","2","F","0.2871","0.737","11.64","1","18",NA
"V36914","4","F","0.3498","0.78","18.33","1","27",NA
"V36915","4","I","0.01","0.756","24.54",NA,NA,NA
"V36916","1","F","0.2409","0.607","22.86","1","3",NA
"V36917","1","F","0.396","0.607","22.54","1","24",NA
"V36918","4","F","0.3003","0.78","25.9","1","10",NA
"V36919","1","F","0.363","0.607","22.05","1","8",NA
"V36920","4","I","0.01","0.756","16.76","1","9",NA
"V36921","2","F","0.3927","0.737","20.98","1","1",NA
"V36922","1","I","0.01","0.604","22.14","1","5",NA
"V36923","1","F","0.1683","0.607","18.04","1","16",NA
"V36924","2","F","0.3531","0.737","18.11","1","30",NA
"V36925","2","F","0.4521","0.737","22.68","1","16",NA
"V36926","2","F","0.363","0.737","24.69","1","12",NA
"V36927","4","I","0.01","0.756","28.64","1","14",NA
"V36928","2","F","0.4917","0.737","22.43","1","2",NA
"V36929","2","F","0.4719","0.737","23.81","1","19",NA
"V36930","4","I","0.01","0.756","24.65",NA,NA,NA
"V36931","2","I","0.01","0.725","25.04",NA,NA,NA
"V36932","2","F","0.495","0.737","21.09","1","2",NA
"V36933","1","F","0.2508","0.607","19.8","1","8",NA
"V36934","2","F","0.3465","0.737","18.8","1","29",NA
"V36935","2","F","0.1716","0.737","24.66",NA,NA,NA
"V36936","4","I","0.01","0.756","13.88","1","17",NA
"V36937","2","I","0.01","0.725","7.3","1","27",NA
"V36938","2","F","0.2442","0.737","24.88",NA,NA,NA
"V36939","1","F","0.4257","0.607","23.35",NA,NA,NA
"V36940","1","F","0.363","0.607","18.39",NA,NA,NA
"V36941","1","F","0.231","0.607","23.18",NA,NA,NA
"V36942","4","I","0.01","0.756","20.05",NA,NA,NA
"V36943","4","I","0.01","0.756","19.62",NA,NA,NA
"V36944","2","F","0.3201","0.737","8.75",NA,NA,NA
"V36945","4","I","0.01","0.756","4.58",NA,NA,NA
"V36946","1","I","0.01","0.604","22.12",NA,NA,NA
"V36947","2","F","0.4884","0.737","20.82",NA,NA,NA
"V36948","4","I","0.01","0.756","20.68",NA,NA,NA
"V36949","3","I","0.01","0.601","19.85",NA,NA,NA
"V36950","4","I","0.01","0.756","21.74",NA,NA,NA
"V36951","2","F","0.3828","0.737","18.03",NA,NA,NA
"V36952","2","F","0.2343","0.737","15.45",NA,NA,NA
"V36953","4","F","0.4323","0.78","16.96",NA,NA,NA
"V36954","4","F","0.1815","0.78","28.38",NA,NA,NA
"V36955","1","F","0.1683","0.607","20.24",NA,NA,NA
"V36956","1","F","0.4191","0.607","20.36",NA,NA,NA
"V36957","4","I","0.01","0.756","24.12",NA,NA,NA
"V36958","2","F","0.3894","0.737","11",NA,NA,NA
"V36959","1","F","0.4686","0.607","15.11",NA,NA,NA
"V36960","1","F","0.3267","0.607","15.04",NA,NA,NA
"V36961","1","F","0.3498","0.607","18.26",NA,NA,NA
"V36962","2","F","0.462","0.737","25.52",NA,NA,NA
"V36963","1","F","0.3168","0.607","23.22",NA,NA,NA
"V36964","1","I","0.01","0.604","16.23",NA,NA,NA
"V36965","4","I","0.01","0.756","20.79",NA,NA,NA
"V36966","2","F","0.3069","0.737","21.19",NA,NA,NA
"V36967","2","F","0.3267","0.737","22.6",NA,NA,NA
"V36968","4","F","0.3729","0.78","22.85",NA,NA,NA
"V36969","1","I","0.01","0.604","24.59",NA,NA,NA
"V36970","2","F","0.1848","0.737","10.25",NA,NA,NA
"V36971","1","F","0.2475","0.607","10.65",NA,NA,NA
"V36972","1","F","0.264","0.607","19.39","1","2",NA
"V36973","2","F","0.2871","0.737","12.28","1","13",NA
"V36974","4","F","0.4884","0.78","7.7","1","18",NA
"V36975","4","I","0.01","0.756","17.77",NA,NA,NA
"V36976","2","I","0.01","0.725","21.86",NA,NA,NA
"V36977","2","F","0.3729","0.737","26.76",NA,NA,NA
"V36978","4","I","0.01","0.756","23.43",NA,NA,NA
"V36979","1","F","0.2376","0.607","18.42",NA,NA,NA
"V36980","1","I","0.01","0.604","26.96",NA,NA,NA
"V36981","2","F","0.2772","0.737","25.55",NA,NA,NA
"V36982","1","I","0.01","0.604","12.86",NA,NA,NA
"V36983","1","F","0.2937","0.607","19.49",NA,NA,NA
"V36984","1","F","0.1782","0.607","23.16",NA,NA,NA
"V36985","1","F","0.2871","0.607","20.73",NA,NA,NA
"V36986","1","F","0.3762","0.607","22.14",NA,NA,NA
"V36987","4","I","0.01","0.756","25.39",NA,NA,NA
"V36988","1","I","0.01","0.604","25.91",NA,NA,NA
"V36989","1","F","0.1815","0.607","23.19",NA,NA,NA
"V36990","4","F","0.4752","0.78","25.07",NA,NA,NA
"V36991","3","I","0.01","0.601","22.57",NA,NA,NA
"V36992","4","I","0.01","0.756","24.08",NA,NA,NA
"V36993","4","I","0.01","0.756","28.58",NA,NA,NA
"V36994","2","F","0.198","0.737","11.44",NA,NA,NA
"V36995","4","I","0.01","0.756","16.09",NA,NA,NA
"V36996","1","F","0.3003","0.607","24.82",NA,NA,NA
"V36997","1","F","0.2376","0.607","23.6","1","15",NA
"V36998","4","F","0.2079","0.78","22.88",NA,NA,NA
"V36999","2","F","0.2013","0.737","24.62",NA,NA,NA
"V37000","2","F","0.2442","0.737","23.8",NA,NA,NA
"V37001","2","F","0.462","0.737","23.36",NA,NA,NA
"V37002","1","F","0.3828","0.607","14.8","1","11",NA
"V37003","1","F","0.3927","0.607","21.9","1","1",NA
"V37004","1","F","0.3498","0.607","22.45",NA,NA,NA
"V37005","4","I","0.01","0.756","24.87","1","1",NA
"V37006","4","I","0.01","0.756","23.95",NA,NA,NA
"V37007","2","F","0.1749","0.737","21.71",NA,NA,NA
"V37008","1","F","0.2046","0.607","21.85",NA,NA,NA
"V37009","1","I","0.01","0.604","26.97",NA,NA,NA
"V37010","1","I","0.01","0.604","20.26",NA,NA,NA
"V37011","1","F","0.2013","0.607","23.98",NA,NA,NA
"V37012","4","F","0.4422","0.78","22.48",NA,NA,NA
"V37013","1","I","0.01","0.604","26.41",NA,NA,NA
"V37014","1","F","0.2211","0.607","22.34",NA,NA,NA
"V37015","2","F","0.3795","0.737","24.44",NA,NA,NA
"V37016","1","F","0.4059","0.607","16.38",NA,NA,NA
"V37017","2","F","0.2145","0.737","20.2",NA,NA,NA
"V37018","1","F","0.4917","0.607","21.75",NA,NA,NA
"V37019","2","F","0.2508","0.737","24.96",NA,NA,NA
"V37020","1","F","0.3465","0.607","19.99",NA,NA,NA
"V37021","1","F","0.3399","0.607","18.72",NA,NA,NA
"V37022","1","I","0.01","0.604","22.77",NA,NA,NA
"V37023","3","I","0.01","0.601","23.83",NA,NA,NA
"V37024","4","F","0.2079","0.78","21.83","1","6",NA
"V37025","2","I","0.01","0.725","24.74",NA,NA,NA
"V37026","4","F","0.2607","0.78","24.62",NA,NA,NA
"V37027","2","F","0.2574","0.737","23.54",NA,NA,NA
"V37028","1","F","0.4917","0.607","22.66",NA,NA,NA
"V37029","1","F","0.3795","0.607","22.75",NA,NA,NA
"V37030","2","F","0.2112","0.737","24.85",NA,NA,NA
"V37031","4","I","0.01","0.756","25.21",NA,NA,NA
"V37032","4","F","0.4917","0.78","24.11",NA,NA,NA
"V37033","1","F","0.3333","0.607","19.48",NA,NA,NA
"V37034","1","F","0.3762","0.607","20.61",NA,NA,NA
"V37035","1","I","0.01","0.604","26.07",NA,NA,NA
"V37036","1","F","0.4191","0.607","22.33",NA,NA,NA
"V37037","1","I","0.01","0.604","24.53",NA,NA,NA
"V37038","1","F","0.4455","0.607","22.64",NA,NA,NA
"V37039","2","F","0.2442","0.737","26.19",NA,NA,NA
"V37040","1","I","0.01","0.604","26.29",NA,NA,NA
"V37041","1","F","0.4851","0.607","24.14",NA,NA,NA
"V37042","2","F","0.3663","0.737","24.74",NA,NA,NA
"V37043","1","I","0.01","0.604","20.13",NA,NA,NA
"V37044","3","F","0.4653","0.63","23.44",NA,NA,NA
"V37045","1","F","0.462","0.607","22.05",NA,NA,NA
"V37046","2","I","0.01","0.725","24.41",NA,NA,NA
"V37047","3","I","0.01","0.601","25.24",NA,NA,NA
"V37048","4","I","0.01","0.756","25.16",NA,NA,NA
"V37049","2","F","0.4521","0.737","26.71",NA,NA,NA
"V37050","4","I","0.01","0.756","23.08",NA,NA,NA
"V37051","4","I","0.01","0.756","22.38",NA,NA,NA
"V37052","2","F","0.2871","0.737","26.61",NA,NA,NA
"V37053","2","F","0.3828","0.737","26.53","1","8",NA
"V37054","2","F","0.4752","0.737","15.3","1","12",NA
"V37055","1","F","0.462","0.607","17.07",NA,NA,NA
"V37056","2","F","0.1914","0.737","22.5","1","5",NA
"V37057","2","I","0.01","0.725","27.99","1","2",NA
"V37058","3","I","0.01","0.601","24.32","1","20",NA
"V37059","2","F","0.2541","0.737","20.56","1","24",NA
"V37060","4","I","0.01","0.756","24.54",NA,NA,NA
"V37061","2","F","0.4191","0.737","27",NA,NA,NA
"V37062","4","I","0.01","0.756","21.4","1","3",NA
"V37063","1","I","0.01","0.604","25.66","1","7",NA
"V37064","2","F","0.4653","0.737","23.85","1","23",NA
"V37065","3","I","0.01","0.601","27.17","1","11",NA
"V37066","3","I","0.01","0.601","19.97","1","28",NA
"V37067","1","I","0.01","0.604","23.74","1","10",NA
"V37068","2","F","0.297","0.737","21.9","1","23",NA
"V37069","2","F","0.2145","0.737","23.6","1","3",NA
"V37070","1","I","0.01","0.604","13.84",NA,NA,NA
"V37071","1","F","0.4653","0.607","20.76",NA,NA,NA
"V37072","1","F","0.2904","0.607","18.71","1","23",NA
"V37073","1","I","0.01","0.604","14.58",NA,NA,NA
"V37074","2","I","0.01","0.725","23.89","1","6",NA
"V37075","1","F","0.3861","0.607","14.55","1","6",NA
"V37076","1","F","0.3003","0.607","16.28","1","32",NA
"V37077","2","F","0.2343","0.737","19.14","1","17",NA
"V37078","1","F","0.198","0.607","22.66","1","27",NA
"V37079","2","I","0.01","0.725","21.87","1","6",NA
"V37080","1","I","0.01","0.604","22","1","18",NA
"V37081","2","F","0.3861","0.737","17.9","1","4","1"
"V37082","2","F","0.3927","0.737","15.39","1","16",NA
"V37083","1","I","0.01","0.604","16.5","1","27",NA
"V37084","1","I","0.01","0.604","19.02","1","12",NA
"V37085","4","F","0.3861","0.78","24.86","1","7",NA
"V37086","2","F","0.2904","0.737","23.75","1","2",NA
"V37087","4","F","0.1815","0.78","21.66","1","16",NA
"V37088","4","F","0.2871","0.78","21.13","1","11",NA
"V37089","1","I","0.01","0.604","22.35","1","27",NA
"V37090","2","F","0.3036","0.737","21.99","1","6",NA
"V37091","1","I","0.01","0.604","20.94",NA,NA,NA
"V37092","1","F","0.3003","0.607","21.73",NA,NA,NA
"V37093","1","F","0.3399","0.607","22.1",NA,NA,NA
"V37094","2","F","0.3696","0.737","6.74",NA,NA,NA
"V37095","2","F","0.4752","0.737","13.46",NA,NA,NA
"V37096","4","F","0.4917","0.78","7.59",NA,NA,NA
"V37097","4","F","0.198","0.78","12.13",NA,NA,NA
"V37098","2","F","0.2475","0.737","5.29",NA,NA,NA
"V37099","2","I","0.01","0.725","12.54",NA,NA,NA
"V37100","4","I","0.01","0.756","11.51",NA,NA,NA
"V37101","2","I","0.01","0.725","19.25",NA,NA,NA
"V37102","2","F","0.3993","0.737","12.94",NA,NA,NA
"V37103","1","F","0.4488","0.607","11.97",NA,NA,NA
"V37104","4","F","0.4323","0.78","16.19",NA,NA,NA
"V37105","3","I","0.01","0.601","17.84",NA,NA,NA
"V37106","1","F","0.3201","0.607","14.77","1","18",NA
"V37107","1","I","0.01","0.604","19.98","1","1",NA
"V37108","1","I","0.01","0.604","24.66",NA,NA,NA
"V37109","2","I","0.01","0.725","23.81",NA,NA,NA
"V37110","4","F","0.2046","0.78","17.94","1","7",NA
"V37111","1","I","0.01","0.604","23.47",NA,NA,NA
"V37112","4","F","0.2178","0.78","18.92",NA,NA,NA
"V37113","2","F","0.4356","0.737","21.48",NA,NA,NA
"V37114","4","F","0.3036","0.78","24.04",NA,NA,NA
"V37115","4","F","0.396","0.78","22.51",NA,NA,NA
"V37116","2","I","0.01","0.725","15.4",NA,NA,NA
"V37117","4","I","0.01","0.756","20.47",NA,NA,NA
"V37118","2","F","0.1683","0.737","13.61","1","12",NA
"V37119","1","F","0.396","0.607","15.2",NA,NA,NA
"V37120","4","F","0.2772","0.78","16.85",NA,NA,NA
"V37121","1","F","0.2607","0.607","21.99",NA,NA,NA
"V37122","1","F","0.3663","0.607","19.6",NA,NA,NA
"V37123","1","I","0.01","0.604","17.42",NA,NA,NA
"V37124","4","I","0.01","0.756","17.57",NA,NA,NA
"V37125","2","F","0.2475","0.737","18.57",NA,NA,NA
"V37126","2","I","0.01","0.725","14.09",NA,NA,NA
"V37127","1","I","0.01","0.604","16.62",NA,NA,NA
"V37128","2","I","0.01","0.725","22.68",NA,NA,NA
"V37129","4","F","0.4389","0.78","17.45",NA,NA,NA
"V37130","2","F","0.4686","0.737","23.16",NA,NA,NA
"V37131","1","I","0.01","0.604","22.7",NA,NA,NA
"V37132","2","I","0.01","0.725","21.55",NA,NA,NA
"V37133","1","I","0.01","0.604","22.67",NA,NA,NA
"V37134","4","F","0.4884","0.78","21.26",NA,NA,NA
"V37135","1","I","0.01","0.604","20.39",NA,NA,NA
"V37136","2","F","0.4752","0.737","13.82",NA,NA,NA
"V37137","1","I","0.01","0.604","16.83",NA,NA,NA
"V37138","1","F","0.4719","0.607","19.46",NA,NA,NA
"V37139","1","F","0.2904","0.607","19.99",NA,NA,NA
"V37140","2","I","0.01","0.725","27.53",NA,NA,NA
"V37141","4","I","0.01","0.756","23.83",NA,NA,NA
"V37142","1","I","0.01","0.604","18.51",NA,NA,NA
"V37143","1","I","0.01","0.604","10.02",NA,NA,NA
"V37144","4","F","0.3531","0.78","23.84",NA,NA,NA
"V37145","1","F","0.2541","0.607","22.69",NA,NA,NA
"V37146","1","F","0.1716","0.607","14.85",NA,NA,NA
"V37147","1","F","0.2739","0.607","22.82",NA,NA,NA
"V37148","2","I","0.01","0.725","26.2",NA,NA,NA
"V37149","2","F","0.2277","0.737","26.13",NA,NA,NA
"V37150","2","F","0.3366","0.737","20.95",NA,NA,NA
"V37151","4","F","0.4686","0.78","25.54",NA,NA,NA
"V37152","1","F","0.4488","0.607","17.29",NA,NA,NA
"V37153","4","F","0.1848","0.78","24.17",NA,NA,NA
"V37154","2","F","0.3036","0.737","25.69",NA,NA,NA
"V37155","3","F","0.2046","0.63","23.02",NA,NA,NA
"V37156","1","I","0.01","0.604","27.63","1","7",NA
"V37157","1","F","0.396","0.607","26.77","1","16",NA
"V37158","1","I","0.01","0.604","23.16",NA,NA,NA
"V37159","3","I","0.01","0.601","18.84",NA,NA,NA
"V37160","3","I","0.01","0.601","23.74",NA,NA,NA
"V37161","2","I","0.01","0.725","25.37",NA,NA,NA
"V37162","1","F","0.4323","0.607","20.7",NA,NA,NA
"V37163","2","I","0.01","0.725","28.39",NA,NA,NA
"V37164","1","F","0.462","0.607","21.86",NA,NA,NA
"V37165","1","F","0.3102","0.607","23.5",NA,NA,NA
